County Name/State Abbreviation,Year,Labor Force,Employed,Unemployed,Unemployment Rate
"Houston County, AL",2018,"46,072     ","44,221     ","1,851     ",4.0     
"Jackson County, AL",2018,"23,665     ","22,702     ",963     ,4.1     
"Jefferson County, AL",2018,"319,219     ","307,423     ","11,796     ",3.7     
"Lamar County, AL",2018,"5,805     ","5,586     ",219     ,3.8     
"Lauderdale County, AL",2018,"42,848     ","41,068     ","1,780     ",4.2     
"Lawrence County, AL",2018,"14,196     ","13,610     ",586     ,4.1     
"Lee County, AL",2018,"76,047     ","73,298     ","2,749     ",3.6     
"Limestone County, AL",2018,"43,437     ","41,904     ","1,533     ",3.5     
"Lowndes County, AL",2018,"3,654     ","3,389     ",265     ,7.3     
"Macon County, AL",2018,"7,947     ","7,520     ",427     ,5.4     
"Madison County, AL",2018,"183,502     ","177,181     ","6,321     ",3.4     
"Marengo County, AL",2018,"7,691     ","7,313     ",378     ,4.9     
"Marion County, AL",2018,"12,757     ","12,241     ",516     ,4.0     
"Marshall County, AL",2018,"43,385     ","41,930     ","1,455     ",3.4     
"Mobile County, AL",2018,"191,050     ","182,174     ","8,876     ",4.6     
"Monroe County, AL",2018,"7,265     ","6,823     ",442     ,6.1     
"Montgomery County, AL",2018,"107,096     ","102,844     ","4,252     ",4.0     
"Morgan County, AL",2018,"57,773     ","55,769     ","2,004     ",3.5     
"Perry County, AL",2018,"3,448     ","3,225     ",223     ,6.5     
"Pickens County, AL",2018,"7,829     ","7,472     ",357     ,4.6     
"Pike County, AL",2018,"15,424     ","14,731     ",693     ,4.5     
"Randolph County, AL",2018,"9,685     ","9,299     ",386     ,4.0     
"Russell County, AL",2018,"24,279     ","23,308     ",971     ,4.0     
"St. Clair County, AL",2018,"40,548     ","39,146     ","1,402     ",3.5     
"Shelby County, AL",2018,"115,854     ","112,588     ","3,266     ",2.8     
"Sumter County, AL",2018,"4,873     ","4,591     ",282     ,5.8     
"Talladega County, AL",2018,"35,714     ","34,201     ","1,513     ",4.2     
"Tallapoosa County, AL",2018,"18,153     ","17,406     ",747     ,4.1     
"Tuscaloosa County, AL",2018,"103,605     ","99,857     ","3,748     ",3.6     
"Walker County, AL",2018,"25,401     ","24,330     ","1,071     ",4.2     
"Washington County, AL",2018,"6,783     ","6,392     ",391     ,5.8     
"Wilcox County, AL",2018,"2,787     ","2,524     ",263     ,9.4     
"Winston County, AL",2018,"9,916     ","9,503     ",413     ,4.2     
"Aleutians East Borough, AK",2018,"2,316     ","2,251     ",65     ,2.8     
"Aleutians West Census Area, AK",2018,"3,639     ","3,523     ",116     ,3.2     
"Anchorage Borough/municipality, AK",2018,"150,745     ","143,226     ","7,519     ",5.0     
"Bethel Census Area, AK",2018,"7,131     ","6,290     ",841     ,11.8     
"Bristol Bay Borough, AK",2018,448     ,423     ,25     ,5.6     
"Denali Borough, AK",2018,"1,064     ",987     ,77     ,7.2     
"Dillingham Census Area, AK",2018,"2,017     ","1,868     ",149     ,7.4     
"Fairbanks North Star Borough, AK",2018,"45,865     ","43,466     ","2,399     ",5.2     
"Haines Borough, AK",2018,"1,102     ","1,005     ",97     ,8.8     
"Hoonah-Angoon Census Area, AK",2018,"1,149     ","1,017     ",132     ,11.5     
"Juneau Borough/city, AK",2018,"17,208     ","16,520     ",688     ,4.0     
"Kenai Peninsula Borough, AK",2018,"26,557     ","24,703     ","1,854     ",7.0     
"Ketchikan Gateway Borough, AK",2018,"7,027     ","6,641     ",386     ,5.5     
"Kodiak Island Borough, AK",2018,"6,150     ","5,820     ",330     ,5.4     
"Kusilvak Census Area, AK",2018,"2,678     ","2,188     ",490     ,18.3     
"Lake and Peninsula Borough, AK",2018,744     ,668     ,76     ,10.2     
"Matanuska-Susitna Borough, AK",2018,"48,071     ","44,766     ","3,305     ",6.9     
"Nome Census Area, AK",2018,"4,099     ","3,670     ",429     ,10.5     
"North Slope Borough, AK",2018,"3,413     ","3,198     ",215     ,6.3     
"Northwest Arctic Borough, AK",2018,"2,923     ","2,552     ",371     ,12.7     
"Petersburg Borough, AK",2018,"1,387     ","1,277     ",110     ,7.9     
"Prince of Wales-Hyder Census Area, AK",2018,"2,885     ","2,601     ",284     ,9.8     
"Sitka Borough/city, AK",2018,"4,370     ","4,206     ",164     ,3.8     
"Skagway Municipality, AK",2018,834     ,761     ,73     ,8.8     
"Southeast Fairbanks Census Area, AK",2018,"2,942     ","2,682     ",260     ,8.8     
"Valdez-Cordova Census Area, AK",2018,"4,862     ","4,536     ",326     ,6.7     
"Wrangell Borough/city, AK",2018,"1,041     ",975     ,66     ,6.3     
"Yakutat Borough/city, AK",2018,247     ,229     ,18     ,7.3     
"Yukon-Koyukuk Census Area, AK",2018,"2,539     ","2,194     ",345     ,13.6     
"Apache County, AZ",2018,"19,935     ","17,963     ","1,972     ",9.9     
"Cochise County, AZ",2018,"48,115     ","45,431     ","2,684     ",5.6     
"Coconino County, AZ",2018,"74,030     ","69,968     ","4,062     ",5.5     
"Gila County, AZ",2018,"20,768     ","19,565     ","1,203     ",5.8     
"Graham County, AZ",2018,"14,404     ","13,674     ",730     ,5.1     
"Greenlee County, AZ",2018,"4,144     ","3,973     ",171     ,4.1     
"La Paz County, AZ",2018,"8,651     ","8,114     ",537     ,6.2     
"Maricopa County, AZ",2018,"2,155,981     ","2,066,973     ","89,008     ",4.1     
"Mohave County, AZ",2018,"82,593     ","77,910     ","4,683     ",5.7     
"Navajo County, AZ",2018,"39,123     ","36,124     ","2,999     ",7.7     
"Pima County, AZ",2018,"470,786     ","449,984     ","20,802     ",4.4     
"Pinal County, AZ",2018,"174,833     ","166,124     ","8,709     ",5.0     
"Santa Cruz County, AZ",2018,"18,728     ","17,011     ","1,717     ",9.2     
"Yavapai County, AZ",2018,"101,700     ","97,201     ","4,499     ",4.4     
"Yuma County, AZ",2018,"94,398     ","78,454     ","15,944     ",16.9     
"Arkansas County, AR",2018,"9,069     ","8,770     ",299     ,3.3     
"Ashley County, AR",2018,"7,826     ","7,417     ",409     ,5.2     
"Baxter County, AR",2018,"16,378     ","15,712     ",666     ,4.1     
"Benton County, AR",2018,"134,603     ","130,752     ","3,851     ",2.9     
"Boone County, AR",2018,"15,893     ","15,345     ",548     ,3.4     
"Bradley County, AR",2018,"4,481     ","4,289     ",192     ,4.3     
"Calhoun County, AR",2018,"2,441     ","2,349     ",92     ,3.8     
"Carroll County, AR",2018,"12,604     ","12,204     ",400     ,3.2     
"Chicot County, AR",2018,"3,355     ","3,130     ",225     ,6.7     
"Clark County, AR",2018,"9,689     ","9,337     ",352     ,3.6     
"Clay County, AR",2018,"5,801     ","5,551     ",250     ,4.3     
"Cleburne County, AR",2018,"9,118     ","8,712     ",406     ,4.5     
"Cleveland County, AR",2018,"3,264     ","3,141     ",123     ,3.8     
"Columbia County, AR",2018,"9,014     ","8,594     ",420     ,4.7     
"Conway County, AR",2018,"8,163     ","7,812     ",351     ,4.3     
"Craighead County, AR",2018,"54,497     ","52,863     ","1,634     ",3.0     
"Crawford County, AR",2018,"26,972     ","26,027     ",945     ,3.5     
"Crittenden County, AR",2018,"21,178     ","20,272     ",906     ,4.3     
"Cross County, AR",2018,"7,445     ","7,143     ",302     ,4.1     
"Dallas County, AR",2018,"2,845     ","2,727     ",118     ,4.1     
"Desha County, AR",2018,"5,420     ","5,180     ",240     ,4.4     
"Drew County, AR",2018,"7,838     ","7,460     ",378     ,4.8     
"Faulkner County, AR",2018,"61,975     ","59,995     ","1,980     ",3.2     
"Franklin County, AR",2018,"7,377     ","7,118     ",259     ,3.5     
"Fulton County, AR",2018,"4,817     ","4,627     ",190     ,3.9     
"Garland County, AR",2018,"40,777     ","39,159     ","1,618     ",4.0     
"Grant County, AR",2018,"8,324     ","8,070     ",254     ,3.1     
"Greene County, AR",2018,"19,824     ","19,145     ",679     ,3.4     
"Hempstead County, AR",2018,"9,939     ","9,597     ",342     ,3.4     
"Hot Spring County, AR",2018,"13,950     ","13,433     ",517     ,3.7     
"Howard County, AR",2018,"5,901     ","5,701     ",200     ,3.4     
"Independence County, AR",2018,"16,282     ","15,632     ",650     ,4.0     
"Izard County, AR",2018,"4,868     ","4,605     ",263     ,5.4     
"Jackson County, AR",2018,"5,776     ","5,431     ",345     ,6.0     
"Jefferson County, AR",2018,"28,011     ","26,567     ","1,444     ",5.2     
"Johnson County, AR",2018,"10,389     ","9,922     ",467     ,4.5     
"Lafayette County, AR",2018,"2,489     ","2,362     ",127     ,5.1     
"Lawrence County, AR",2018,"6,820     ","6,556     ",264     ,3.9     
"Lee County, AR",2018,"2,899     ","2,762     ",137     ,4.7     
"Lincoln County, AR",2018,"4,008     ","3,839     ",169     ,4.2     
"Little River County, AR",2018,"5,460     ","5,177     ",283     ,5.2     
"Logan County, AR",2018,"8,734     ","8,389     ",345     ,4.0     
"Lonoke County, AR",2018,"34,165     ","33,096     ","1,069     ",3.1     
"Madison County, AR",2018,"7,343     ","7,133     ",210     ,2.9     
"Marion County, AR",2018,"6,489     ","6,225     ",264     ,4.1     
"Miller County, AR",2018,"19,511     ","18,583     ",928     ,4.8     
"Mississippi County, AR",2018,"17,336     ","16,369     ",967     ,5.6     
"Monroe County, AR",2018,"2,741     ","2,626     ",115     ,4.2     
"Montgomery County, AR",2018,"3,051     ","2,908     ",143     ,4.7     
"Nevada County, AR",2018,"3,646     ","3,521     ",125     ,3.4     
"Newton County, AR",2018,"3,301     ","3,191     ",110     ,3.3     
"Ouachita County, AR",2018,"9,756     ","9,313     ",443     ,4.5     
"Perry County, AR",2018,"4,245     ","4,071     ",174     ,4.1     
"Phillips County, AR",2018,"6,572     ","6,178     ",394     ,6.0     
"Pike County, AR",2018,"4,297     ","4,124     ",173     ,4.0     
"Poinsett County, AR",2018,"10,130     ","9,746     ",384     ,3.8     
"Polk County, AR",2018,"8,064     ","7,737     ",327     ,4.1     
"Pope County, AR",2018,"28,978     ","27,710     ","1,268     ",4.4     
"Prairie County, AR",2018,"3,555     ","3,420     ",135     ,3.8     
"Pulaski County, AR",2018,"188,411     ","181,973     ","6,438     ",3.4     
"Randolph County, AR",2018,"7,161     ","6,879     ",282     ,3.9     
"St. Francis County, AR",2018,"8,284     ","7,868     ",416     ,5.0     
"Saline County, AR",2018,"58,664     ","56,890     ","1,774     ",3.0     
"Scott County, AR",2018,"4,388     ","4,231     ",157     ,3.6     
"Searcy County, AR",2018,"2,924     ","2,799     ",125     ,4.3     
"Sebastian County, AR",2018,"56,790     ","54,795     ","1,995     ",3.5     
"Sevier County, AR",2018,"5,594     ","5,341     ",253     ,4.5     
"Sharp County, AR",2018,"5,781     ","5,508     ",273     ,4.7     
"Stone County, AR",2018,"4,787     ","4,574     ",213     ,4.4     
"Union County, AR",2018,"15,963     ","15,097     ",866     ,5.4     
"Van Buren County, AR",2018,"5,883     ","5,577     ",306     ,5.2     
"Washington County, AR",2018,"122,484     ","119,317     ","3,167     ",2.6     
"White County, AR",2018,"33,604     ","32,156     ","1,448     ",4.3     
"Woodruff County, AR",2018,"2,800     ","2,670     ",130     ,4.6     
"Yell County, AR",2018,"8,484     ","8,134     ",350     ,4.1     
"Alameda County, CA",2018,"841,435     ","815,554     ","25,881     ",3.1     
"Alpine County, CA",2018,547     ,522     ,25     ,4.6     
"Amador County, CA",2018,"14,672     ","14,066     ",606     ,4.1     
"Butte County, CA",2018,"101,810     ","96,624     ","5,186     ",5.1     
"Calaveras County, CA",2018,"21,163     ","20,303     ",860     ,4.1     
"Colusa County, CA",2018,"10,851     ","9,409     ","1,442     ",13.3     
"Contra Costa County, CA",2018,"560,233     ","542,110     ","18,123     ",3.2     
"Del Norte County, CA",2018,"9,712     ","9,152     ",560     ,5.8     
"El Dorado County, CA",2018,"91,021     ","87,691     ","3,330     ",3.7     
"Fresno County, CA",2018,"446,228     ","412,260     ","33,968     ",7.6     
"Glenn County, CA",2018,"12,768     ","11,923     ",845     ,6.6     
"Humboldt County, CA",2018,"62,530     ","60,251     ","2,279     ",3.6     
"Imperial County, CA",2018,"71,163     ","57,736     ","13,427     ",18.9     
"Inyo County, CA",2018,"8,704     ","8,361     ",343     ,3.9     
"Kern County, CA",2018,"385,789     ","354,428     ","31,361     ",8.1     
"Kings County, CA",2018,"57,502     ","52,949     ","4,553     ",7.9     
"Lake County, CA",2018,"29,070     ","27,523     ","1,547     ",5.3     
"Lassen County, CA",2018,"9,854     ","9,376     ",478     ,4.9     
"Los Angeles County, CA",2018,"5,121,279     ","4,885,329     ","235,950     ",4.6     
"Madera County, CA",2018,"61,261     ","56,882     ","4,379     ",7.1     
"Marin County, CA",2018,"139,681     ","136,256     ","3,425     ",2.5     
"Mariposa County, CA",2018,"7,651     ","7,239     ",412     ,5.4     
"Mendocino County, CA",2018,"39,453     ","37,864     ","1,589     ",4.0     
"Merced County, CA",2018,"115,251     ","105,501     ","9,750     ",8.5     
"Modoc County, CA",2018,"3,156     ","2,915     ",241     ,7.6     
"Mono County, CA",2018,"8,424     ","8,081     ",343     ,4.1     
"Monterey County, CA",2018,"221,914     ","207,648     ","14,266     ",6.4     
"Napa County, CA",2018,"73,770     ","71,572     ","2,198     ",3.0     
"Nevada County, CA",2018,"48,561     ","46,844     ","1,717     ",3.5     
"Orange County, CA",2018,"1,615,863     ","1,567,723     ","48,140     ",3.0     
"Placer County, CA",2018,"185,605     ","179,626     ","5,979     ",3.2     
"Plumas County, CA",2018,"7,815     ","7,219     ",596     ,7.6     
"Riverside County, CA",2018,"1,090,038     ","1,041,323     ","48,715     ",4.5     
"Sacramento County, CA",2018,"704,161     ","676,667     ","27,494     ",3.9     
"San Benito County, CA",2018,"31,199     ","29,606     ","1,593     ",5.1     
"San Bernardino County, CA",2018,"954,989     ","915,519     ","39,470     ",4.1     
"San Diego County, CA",2018,"1,579,550     ","1,526,087     ","53,463     ",3.4     
"San Francisco County/city, CA",2018,"568,605     ","554,889     ","13,716     ",2.4     
"San Joaquin County, CA",2018,"324,146     ","304,226     ","19,920     ",6.1     
"San Luis Obispo County, CA",2018,"140,085     ","135,845     ","4,240     ",3.0     
"San Mateo County, CA",2018,"448,911     ","438,753     ","10,158     ",2.3     
"Santa Barbara County, CA",2018,"215,220     ","206,642     ","8,578     ",4.0     
"Santa Clara County, CA",2018,"1,042,337     ","1,014,614     ","27,723     ",2.7     
"Santa Cruz County, CA",2018,"141,270     ","134,175     ","7,095     ",5.0     
"Shasta County, CA",2018,"73,888     ","70,163     ","3,725     ",5.0     
"Sierra County, CA",2018,"1,277     ","1,199     ",78     ,6.1     
"Siskiyou County, CA",2018,"17,364     ","16,184     ","1,180     ",6.8     
"Solano County, CA",2018,"209,037     ","200,737     ","8,300     ",4.0     
"Sonoma County, CA",2018,"260,587     ","253,298     ","7,289     ",2.8     
"Stanislaus County, CA",2018,"243,068     ","227,230     ","15,838     ",6.5     
"Sutter County, CA",2018,"44,840     ","41,395     ","3,445     ",7.7     
"Tehama County, CA",2018,"25,485     ","24,014     ","1,471     ",5.8     
"Trinity County, CA",2018,"4,675     ","4,405     ",270     ,5.8     
"Tulare County, CA",2018,"203,039     ","183,065     ","19,974     ",9.8     
"Tuolumne County, CA",2018,"21,187     ","20,191     ",996     ,4.7     
"Ventura County, CA",2018,"423,044     ","406,752     ","16,292     ",3.9     
"Yolo County, CA",2018,"107,537     ","102,886     ","4,651     ",4.3     
"Yuba County, CA",2018,"29,241     ","27,346     ","1,895     ",6.5     
"Adams County, CO",2018,"266,494     ","257,987     ","8,507     ",3.2     
"Alamosa County, CO",2018,"8,477     ","8,161     ",316     ,3.7     
"Arapahoe County, CO",2018,"356,525     ","345,984     ","10,541     ",3.0     
"Archuleta County, CO",2018,"6,798     ","6,582     ",216     ,3.2     
"Baca County, CO",2018,"2,150     ","2,114     ",36     ,1.7     
"Bent County, CO",2018,"1,888     ","1,831     ",57     ,3.0     
"Boulder County, CO",2018,"190,906     ","185,906     ","5,000     ",2.6     
"Broomfield County/city, CO",2018,"39,188     ","38,132     ","1,056     ",2.7     
"Chaffee County, CO",2018,"9,525     ","9,288     ",237     ,2.5     
"Cheyenne County, CO",2018,"1,129     ","1,110     ",19     ,1.7     
"Clear Creek County, CO",2018,"5,918     ","5,752     ",166     ,2.8     
"Conejos County, CO",2018,"4,055     ","3,896     ",159     ,3.9     
"Costilla County, CO",2018,"1,821     ","1,747     ",74     ,4.1     
"Crowley County, CO",2018,"1,477     ","1,417     ",60     ,4.1     
"Custer County, CO",2018,"2,062     ","1,992     ",70     ,3.4     
"Delta County, CO",2018,"14,262     ","13,732     ",530     ,3.7     
"Denver County/city, CO",2018,"407,482     ","395,573     ","11,909     ",2.9     
"Dolores County, CO",2018,"1,136     ","1,106     ",30     ,2.6     
"Douglas County, CO",2018,"189,833     ","184,850     ","4,983     ",2.6     
"Eagle County, CO",2018,"35,782     ","34,891     ",891     ,2.5     
"Elbert County, CO",2018,"14,885     ","14,501     ",384     ,2.6     
"El Paso County, CO",2018,"331,759     ","319,727     ","12,032     ",3.6     
"Fremont County, CO",2018,"14,886     ","14,170     ",716     ,4.8     
"Garfield County, CO",2018,"32,051     ","31,108     ",943     ,2.9     
"Gilpin County, CO",2018,"3,687     ","3,601     ",86     ,2.3     
"Grand County, CO",2018,"9,815     ","9,573     ",242     ,2.5     
"Gunnison County, CO",2018,"11,239     ","10,981     ",258     ,2.3     
"Hinsdale County, CO",2018,439     ,428     ,11     ,2.5     
"Huerfano County, CO",2018,"2,554     ","2,398     ",156     ,6.1     
"Jackson County, CO",2018,979     ,955     ,24     ,2.5     
"Jefferson County, CO",2018,"327,698     ","318,566     ","9,132     ",2.8     
"Kiowa County, CO",2018,935     ,919     ,16     ,1.7     
"Kit Carson County, CO",2018,"4,252     ","4,171     ",81     ,1.9     
"Lake County, CO",2018,"4,754     ","4,638     ",116     ,2.4     
"La Plata County, CO",2018,"31,958     ","31,083     ",875     ,2.7     
"Larimer County, CO",2018,"199,314     ","194,154     ","5,160     ",2.6     
"Las Animas County, CO",2018,"6,483     ","6,202     ",281     ,4.3     
"Lincoln County, CO",2018,"2,436     ","2,382     ",54     ,2.2     
"Logan County, CO",2018,"11,106     ","10,819     ",287     ,2.6     
"Mesa County, CO",2018,"74,823     ","72,024     ","2,799     ",3.7     
"Mineral County, CO",2018,507     ,494     ,13     ,2.6     
"Moffat County, CO",2018,"7,357     ","7,109     ",248     ,3.4     
"Montezuma County, CO",2018,"12,839     ","12,271     ",568     ,4.4     
"Montrose County, CO",2018,"21,410     ","20,681     ",729     ,3.4     
"Morgan County, CO",2018,"16,189     ","15,754     ",435     ,2.7     
"Otero County, CO",2018,"8,309     ","7,921     ",388     ,4.7     
"Ouray County, CO",2018,"2,363     ","2,287     ",76     ,3.2     
"Park County, CO",2018,"10,922     ","10,636     ",286     ,2.6     
"Phillips County, CO",2018,"2,570     ","2,524     ",46     ,1.8     
"Pitkin County, CO",2018,"11,117     ","10,727     ",390     ,3.5     
"Prowers County, CO",2018,"6,225     ","6,034     ",191     ,3.1     
"Pueblo County, CO",2018,"74,736     ","71,382     ","3,354     ",4.5     
"Rio Blanco County, CO",2018,"2,907     ","2,795     ",112     ,3.9     
"Rio Grande County, CO",2018,"5,364     ","5,122     ",242     ,4.5     
"Routt County, CO",2018,"16,078     ","15,678     ",400     ,2.5     
"Saguache County, CO",2018,"3,497     ","3,345     ",152     ,4.3     
"San Juan County, CO",2018,519     ,504     ,15     ,2.9     
"San Miguel County, CO",2018,"5,506     ","5,331     ",175     ,3.2     
"Sedgwick County, CO",2018,"1,177     ","1,149     ",28     ,2.4     
"Summit County, CO",2018,"22,291     ","21,841     ",450     ,2.0     
"Teller County, CO",2018,"12,414     ","11,992     ",422     ,3.4     
"Washington County, CO",2018,"3,027     ","2,957     ",70     ,2.3     
"Weld County, CO",2018,"163,409     ","158,866     ","4,543     ",2.8     
"Yuma County, CO",2018,"5,952     ","5,842     ",110     ,1.8     
"Fairfield County, CT",2018,"485,919     ","467,592     ","18,327     ",3.8     
"Hartford County, CT",2018,"486,605     ","466,922     ","19,683     ",4.0     
"Litchfield County, CT",2018,"106,245     ","102,370     ","3,875     ",3.6     
"Middlesex County, CT",2018,"94,486     ","91,324     ","3,162     ",3.3     
"New Haven County, CT",2018,"467,068     ","447,589     ","19,479     ",4.2     
"New London County, CT",2018,"139,122     ","133,887     ","5,235     ",3.8     
"Tolland County, CT",2018,"87,655     ","84,661     ","2,994     ",3.4     
"Windham County, CT",2018,"64,397     ","61,624     ","2,773     ",4.3     
"Kent County, DE",2018,"77,802     ","74,578     ","3,224     ",4.1     
"New Castle County, DE",2018,"296,795     ","285,953     ","10,842     ",3.7     
"Sussex County, DE",2018,"105,558     ","101,613     ","3,945     ",3.7     
District of Columbia,2018,"396,039     ","373,772     ","22,267     ",5.6     
"Alachua County, FL",2018,"136,262     ","131,666     ","4,596     ",3.4     
"Baker County, FL",2018,"11,553     ","11,144     ",409     ,3.5     
"Bay County, FL",2018,"87,320     ","83,677     ","3,643     ",4.2     
"Bradford County, FL",2018,"11,059     ","10,674     ",385     ,3.5     
"Brevard County, FL",2018,"274,551     ","264,555     ","9,996     ",3.6     
"Broward County, FL",2018,"1,024,312     ","988,673     ","35,639     ",3.5     
"Calhoun County, FL",2018,"4,905     ","4,690     ",215     ,4.4     
"Charlotte County, FL",2018,"70,252     ","67,332     ","2,920     ",4.2     
"Citrus County, FL",2018,"47,150     ","44,605     ","2,545     ",5.4     
"Clay County, FL",2018,"105,002     ","101,420     ","3,582     ",3.4     
"Collier County, FL",2018,"176,352     ","170,050     ","6,302     ",3.6     
"Columbia County, FL",2018,"29,195     ","28,056     ","1,139     ",3.9     
"DeSoto County, FL",2018,"13,604     ","13,050     ",554     ,4.1     
"Dixie County, FL",2018,"5,734     ","5,486     ",248     ,4.3     
"Duval County, FL",2018,"479,833     ","461,935     ","17,898     ",3.7     
"Escambia County, FL",2018,"141,974     ","136,726     ","5,248     ",3.7     
"Flagler County, FL",2018,"46,301     ","44,337     ","1,964     ",4.2     
"Franklin County, FL",2018,"4,689     ","4,520     ",169     ,3.6     
"Gadsden County, FL",2018,"18,238     ","17,380     ",858     ,4.7     
"Gilchrist County, FL",2018,"6,974     ","6,704     ",270     ,3.9     
"Glades County, FL",2018,"5,187     ","4,976     ",211     ,4.1     
"Gulf County, FL",2018,"5,951     ","5,677     ",274     ,4.6     
"Hamilton County, FL",2018,"4,338     ","4,151     ",187     ,4.3     
"Hardee County, FL",2018,"8,742     ","8,272     ",470     ,5.4     
"Hendry County, FL",2018,"15,513     ","14,533     ",980     ,6.3     
"Hernando County, FL",2018,"70,110     ","66,821     ","3,289     ",4.7     
"Highlands County, FL",2018,"36,211     ","34,397     ","1,814     ",5.0     
"Hillsborough County, FL",2018,"730,756     ","705,101     ","25,655     ",3.5     
"Holmes County, FL",2018,"6,833     ","6,554     ",279     ,4.1     
"Indian River County, FL",2018,"64,452     ","61,580     ","2,872     ",4.5     
"Jackson County, FL",2018,"17,108     ","16,401     ",707     ,4.1     
"Jefferson County, FL",2018,"5,528     ","5,312     ",216     ,3.9     
"Lafayette County, FL",2018,"2,808     ","2,709     ",99     ,3.5     
"Lake County, FL",2018,"154,363     ","148,689     ","5,674     ",3.7     
"Lee County, FL",2018,"338,687     ","326,661     ","12,026     ",3.6     
"Leon County, FL",2018,"152,728     ","147,395     ","5,333     ",3.5     
"Levy County, FL",2018,"16,684     ","16,015     ",669     ,4.0     
"Liberty County, FL",2018,"2,594     ","2,489     ",105     ,4.0     
"Madison County, FL",2018,"7,236     ","6,944     ",292     ,4.0     
"Manatee County, FL",2018,"176,671     ","170,437     ","6,234     ",3.5     
"Marion County, FL",2018,"134,737     ","128,740     ","5,997     ",4.5     
"Martin County, FL",2018,"72,297     ","69,650     ","2,647     ",3.7     
"Miami-Dade County, FL",2018,"1,354,308     ","1,302,089     ","52,219     ",3.9     
"Monroe County, FL",2018,"44,763     ","43,582     ","1,181     ",2.6     
"Nassau County, FL",2018,"40,191     ","38,856     ","1,335     ",3.3     
"Okaloosa County, FL",2018,"94,517     ","91,591     ","2,926     ",3.1     
"Okeechobee County, FL",2018,"17,576     ","16,904     ",672     ,3.8     
"Orange County, FL",2018,"740,643     ","715,936     ","24,707     ",3.3     
"Osceola County, FL",2018,"179,225     ","172,446     ","6,779     ",3.8     
"Palm Beach County, FL",2018,"721,421     ","694,667     ","26,754     ",3.7     
"Pasco County, FL",2018,"231,755     ","222,514     ","9,241     ",4.0     
"Pinellas County, FL",2018,"481,305     ","464,814     ","16,491     ",3.4     
"Polk County, FL",2018,"296,551     ","283,912     ","12,639     ",4.3     
"Putnam County, FL",2018,"26,552     ","25,220     ","1,332     ",5.0     
"St. Johns County, FL",2018,"129,131     ","125,271     ","3,860     ",3.0     
"St. Lucie County, FL",2018,"141,643     ","135,201     ","6,442     ",4.5     
"Santa Rosa County, FL",2018,"80,705     ","77,931     ","2,774     ",3.4     
"Sarasota County, FL",2018,"185,716     ","179,203     ","6,513     ",3.5     
"Seminole County, FL",2018,"248,232     ","239,979     ","8,253     ",3.3     
"Sumter County, FL",2018,"31,086     ","29,435     ","1,651     ",5.3     
"Suwannee County, FL",2018,"18,030     ","17,343     ",687     ,3.8     
"Taylor County, FL",2018,"8,592     ","8,254     ",338     ,3.9     
"Union County, FL",2018,"4,578     ","4,425     ",153     ,3.3     
