County Name/State Abbreviation,Year,Labor Force,Employed,Unemployed,Unemployment Rate
"Lowndes County, AL",2017,"3,704     ","3,393     ",311     ,8.4     
"Macon County, AL",2017,"7,979     ","7,508     ",471     ,5.9     
"Madison County, AL",2017,"177,879     ","170,808     ","7,071     ",4.0     
"Marengo County, AL",2017,"7,785     ","7,338     ",447     ,5.7     
"Marion County, AL",2017,"12,663     ","12,041     ",622     ,4.9     
"Marshall County, AL",2017,"42,557     ","40,878     ","1,679     ",3.9     
"Mobile County, AL",2017,"189,017     ","178,966     ","10,051     ",5.3     
"Monroe County, AL",2017,"7,302     ","6,800     ",502     ,6.9     
"Montgomery County, AL",2017,"106,956     ","102,209     ","4,747     ",4.4     
"Morgan County, AL",2017,"55,665     ","53,328     ","2,337     ",4.2     
"Perry County, AL",2017,"3,479     ","3,202     ",277     ,8.0     
"Pickens County, AL",2017,"7,808     ","7,380     ",428     ,5.5     
"Pike County, AL",2017,"15,469     ","14,700     ",769     ,5.0     
"Randolph County, AL",2017,"9,594     ","9,163     ",431     ,4.5     
"Russell County, AL",2017,"23,660     ","22,613     ","1,047     ",4.4     
"St. Clair County, AL",2017,"39,635     ","38,024     ","1,611     ",4.1     
"Shelby County, AL",2017,"112,591     ","108,871     ","3,720     ",3.3     
"Sumter County, AL",2017,"5,026     ","4,689     ",337     ,6.7     
"Talladega County, AL",2017,"35,049     ","33,254     ","1,795     ",5.1     
"Tallapoosa County, AL",2017,"18,411     ","17,618     ",793     ,4.3     
"Tuscaloosa County, AL",2017,"101,014     ","96,711     ","4,303     ",4.3     
"Walker County, AL",2017,"25,189     ","23,891     ","1,298     ",5.2     
"Washington County, AL",2017,"6,772     ","6,304     ",468     ,6.9     
"Wilcox County, AL",2017,"2,838     ","2,507     ",331     ,11.7     
"Winston County, AL",2017,"9,806     ","9,301     ",505     ,5.1     
"Aleutians East Borough, AK",2017,"2,544     ","2,485     ",59     ,2.3     
"Aleutians West Census Area, AK",2017,"3,745     ","3,616     ",129     ,3.4     
"Anchorage Borough/municipality, AK",2017,"153,774     ","145,406     ","8,368     ",5.4     
"Bethel Census Area, AK",2017,"7,323     ","6,393     ",930     ,12.7     
"Bristol Bay Borough, AK",2017,421     ,396     ,25     ,5.9     
"Denali Borough, AK",2017,"1,146     ","1,049     ",97     ,8.5     
"Dillingham Census Area, AK",2017,"2,049     ","1,877     ",172     ,8.4     
"Fairbanks North Star Borough, AK",2017,"46,422     ","43,775     ","2,647     ",5.7     
"Haines Borough, AK",2017,"1,080     ",990     ,90     ,8.3     
"Hoonah-Angoon Census Area, AK",2017,"1,137     ","1,006     ",131     ,11.5     
"Juneau Borough/city, AK",2017,"17,292     ","16,547     ",745     ,4.3     
"Kenai Peninsula Borough, AK",2017,"26,823     ","24,745     ","2,078     ",7.7     
"Ketchikan Gateway Borough, AK",2017,"7,094     ","6,686     ",408     ,5.8     
"Kodiak Island Borough, AK",2017,"6,320     ","6,025     ",295     ,4.7     
"Kusilvak Census Area, AK",2017,"2,735     ","2,227     ",508     ,18.6     
"Lake and Peninsula Borough, AK",2017,716     ,637     ,79     ,11.0     
"Matanuska-Susitna Borough, AK",2017,"48,262     ","44,526     ","3,736     ",7.7     
"Nome Census Area, AK",2017,"4,091     ","3,626     ",465     ,11.4     
"North Slope Borough, AK",2017,"3,598     ","3,348     ",250     ,6.9     
"Northwest Arctic Borough, AK",2017,"2,945     ","2,496     ",449     ,15.2     
"Petersburg Borough, AK",2017,"1,414     ","1,292     ",122     ,8.6     
"Prince of Wales-Hyder Census Area, AK",2017,"2,843     ","2,547     ",296     ,10.4     
"Sitka Borough/city, AK",2017,"4,448     ","4,260     ",188     ,4.2     
"Skagway Municipality, AK",2017,827     ,747     ,80     ,9.7     
"Southeast Fairbanks Census Area, AK",2017,"2,932     ","2,650     ",282     ,9.6     
"Valdez-Cordova Census Area, AK",2017,"4,870     ","4,518     ",352     ,7.2     
"Wrangell Borough/city, AK",2017,"1,048     ",973     ,75     ,7.2     
"Yakutat Borough/city, AK",2017,233     ,213     ,20     ,8.6     
"Yukon-Koyukuk Census Area, AK",2017,"2,459     ","2,051     ",408     ,16.6     
"Apache County, AZ",2017,"19,884     ","17,808     ","2,076     ",10.4     
"Cochise County, AZ",2017,"48,125     ","45,406     ","2,719     ",5.6     
"Coconino County, AZ",2017,"73,563     ","69,435     ","4,128     ",5.6     
"Gila County, AZ",2017,"20,789     ","19,515     ","1,274     ",6.1     
"Graham County, AZ",2017,"14,008     ","13,235     ",773     ,5.5     
"Greenlee County, AZ",2017,"3,885     ","3,687     ",198     ,5.1     
"La Paz County, AZ",2017,"8,469     ","8,006     ",463     ,5.5     
"Maricopa County, AZ",2017,"2,088,547     ","1,999,783     ","88,764     ",4.3     
"Mohave County, AZ",2017,"80,346     ","75,565     ","4,781     ",6.0     
"Navajo County, AZ",2017,"39,709     ","36,633     ","3,076     ",7.7     
"Pima County, AZ",2017,"464,230     ","443,046     ","21,184     ",4.6     
"Pinal County, AZ",2017,"167,281     ","158,730     ","8,551     ",5.1     
"Santa Cruz County, AZ",2017,"18,601     ","16,816     ","1,785     ",9.6     
"Yavapai County, AZ",2017,"99,348     ","94,790     ","4,558     ",4.6     
"Yuma County, AZ",2017,"93,326     ","77,245     ","16,081     ",17.2     
"Arkansas County, AR",2017,"8,967     ","8,673     ",294     ,3.3     
"Ashley County, AR",2017,"7,865     ","7,424     ",441     ,5.6     
"Baxter County, AR",2017,"16,364     ","15,663     ",701     ,4.3     
"Benton County, AR",2017,"132,441     ","128,502     ","3,939     ",3.0     
"Boone County, AR",2017,"15,794     ","15,249     ",545     ,3.5     
"Bradley County, AR",2017,"4,456     ","4,252     ",204     ,4.6     
"Calhoun County, AR",2017,"2,410     ","2,316     ",94     ,3.9     
"Carroll County, AR",2017,"12,990     ","12,554     ",436     ,3.4     
"Chicot County, AR",2017,"3,465     ","3,238     ",227     ,6.6     
"Clark County, AR",2017,"9,574     ","9,199     ",375     ,3.9     
"Clay County, AR",2017,"5,883     ","5,614     ",269     ,4.6     
"Cleburne County, AR",2017,"9,286     ","8,826     ",460     ,5.0     
"Cleveland County, AR",2017,"3,327     ","3,182     ",145     ,4.4     
"Columbia County, AR",2017,"9,077     ","8,616     ",461     ,5.1     
"Conway County, AR",2017,"8,229     ","7,834     ",395     ,4.8     
"Craighead County, AR",2017,"53,579     ","51,961     ","1,618     ",3.0     
"Crawford County, AR",2017,"26,925     ","25,971     ",954     ,3.5     
"Crittenden County, AR",2017,"21,378     ","20,437     ",941     ,4.4     
"Cross County, AR",2017,"7,654     ","7,346     ",308     ,4.0     
"Dallas County, AR",2017,"2,919     ","2,790     ",129     ,4.4     
"Desha County, AR",2017,"5,446     ","5,183     ",263     ,4.8     
"Drew County, AR",2017,"7,961     ","7,554     ",407     ,5.1     
"Faulkner County, AR",2017,"61,341     ","59,285     ","2,056     ",3.4     
"Franklin County, AR",2017,"7,401     ","7,139     ",262     ,3.5     
"Fulton County, AR",2017,"4,718     ","4,518     ",200     ,4.2     
"Garland County, AR",2017,"40,330     ","38,691     ","1,639     ",4.1     
"Grant County, AR",2017,"8,323     ","8,053     ",270     ,3.2     
"Greene County, AR",2017,"19,718     ","18,987     ",731     ,3.7     
"Hempstead County, AR",2017,"9,893     ","9,551     ",342     ,3.5     
"Hot Spring County, AR",2017,"14,117     ","13,592     ",525     ,3.7     
"Howard County, AR",2017,"5,987     ","5,805     ",182     ,3.0     
"Independence County, AR",2017,"16,140     ","15,451     ",689     ,4.3     
"Izard County, AR",2017,"4,880     ","4,609     ",271     ,5.6     
"Jackson County, AR",2017,"5,880     ","5,533     ",347     ,5.9     
"Jefferson County, AR",2017,"27,995     ","26,535     ","1,460     ",5.2     
"Johnson County, AR",2017,"10,575     ","10,120     ",455     ,4.3     
"Lafayette County, AR",2017,"2,538     ","2,410     ",128     ,5.0     
"Lawrence County, AR",2017,"6,856     ","6,596     ",260     ,3.8     
"Lee County, AR",2017,"2,969     ","2,825     ",144     ,4.9     
"Lincoln County, AR",2017,"4,052     ","3,882     ",170     ,4.2     
"Little River County, AR",2017,"5,498     ","5,230     ",268     ,4.9     
"Logan County, AR",2017,"8,897     ","8,553     ",344     ,3.9     
"Lonoke County, AR",2017,"33,840     ","32,727     ","1,113     ",3.3     
"Madison County, AR",2017,"7,369     ","7,157     ",212     ,2.9     
"Marion County, AR",2017,"6,478     ","6,221     ",257     ,4.0     
"Miller County, AR",2017,"19,758     ","18,894     ",864     ,4.4     
"Mississippi County, AR",2017,"17,782     ","16,718     ","1,064     ",6.0     
"Monroe County, AR",2017,"2,798     ","2,678     ",120     ,4.3     
"Montgomery County, AR",2017,"3,092     ","2,943     ",149     ,4.8     
"Nevada County, AR",2017,"3,603     ","3,475     ",128     ,3.6     
"Newton County, AR",2017,"3,322     ","3,201     ",121     ,3.6     
"Ouachita County, AR",2017,"9,722     ","9,275     ",447     ,4.6     
"Perry County, AR",2017,"4,246     ","4,068     ",178     ,4.2     
"Phillips County, AR",2017,"6,532     ","6,151     ",381     ,5.8     
"Pike County, AR",2017,"4,293     ","4,120     ",173     ,4.0     
"Poinsett County, AR",2017,"10,255     ","9,826     ",429     ,4.2     
"Polk County, AR",2017,"8,027     ","7,665     ",362     ,4.5     
"Pope County, AR",2017,"29,089     ","27,789     ","1,300     ",4.5     
"Prairie County, AR",2017,"3,696     ","3,544     ",152     ,4.1     
"Pulaski County, AR",2017,"188,436     ","181,973     ","6,463     ",3.4     
"Randolph County, AR",2017,"6,922     ","6,632     ",290     ,4.2     
"St. Francis County, AR",2017,"8,360     ","7,937     ",423     ,5.1     
"Saline County, AR",2017,"57,474     ","55,729     ","1,745     ",3.0     
"Scott County, AR",2017,"4,433     ","4,279     ",154     ,3.5     
"Searcy County, AR",2017,"2,935     ","2,798     ",137     ,4.7     
"Sebastian County, AR",2017,"57,208     ","55,131     ","2,077     ",3.6     
"Sevier County, AR",2017,"5,665     ","5,407     ",258     ,4.6     
"Sharp County, AR",2017,"5,961     ","5,660     ",301     ,5.0     
"Stone County, AR",2017,"4,792     ","4,562     ",230     ,4.8     
"Union County, AR",2017,"16,093     ","15,239     ",854     ,5.3     
"Van Buren County, AR",2017,"6,040     ","5,708     ",332     ,5.5     
"Washington County, AR",2017,"120,668     ","117,523     ","3,145     ",2.6     
"White County, AR",2017,"33,628     ","32,090     ","1,538     ",4.6     
"Woodruff County, AR",2017,"2,925     ","2,783     ",142     ,4.9     
"Yell County, AR",2017,"8,558     ","8,211     ",347     ,4.1     
"Alameda County, CA",2017,"838,175     ","807,100     ","31,075     ",3.7     
"Alpine County, CA",2017,548     ,514     ,34     ,6.2     
"Amador County, CA",2017,"14,694     ","13,958     ",736     ,5.0     
"Butte County, CA",2017,"101,998     ","96,056     ","5,942     ",5.8     
"Calaveras County, CA",2017,"21,016     ","20,014     ","1,002     ",4.8     
"Colusa County, CA",2017,"10,816     ","9,267     ","1,549     ",14.3     
"Contra Costa County, CA",2017,"557,869     ","536,304     ","21,565     ",3.9     
"Del Norte County, CA",2017,"9,696     ","9,068     ",628     ,6.5     
"El Dorado County, CA",2017,"89,712     ","85,766     ","3,946     ",4.4     
"Fresno County, CA",2017,"444,452     ","406,265     ","38,187     ",8.6     
"Glenn County, CA",2017,"12,803     ","11,840     ",963     ,7.5     
"Humboldt County, CA",2017,"62,486     ","59,842     ","2,644     ",4.2     
"Imperial County, CA",2017,"72,049     ","57,886     ","14,163     ",19.7     
"Inyo County, CA",2017,"8,604     ","8,226     ",378     ,4.4     
"Kern County, CA",2017,"384,073     ","348,493     ","35,580     ",9.3     
"Kings County, CA",2017,"57,265     ","52,133     ","5,132     ",9.0     
"Lake County, CA",2017,"29,302     ","27,598     ","1,704     ",5.8     
"Lassen County, CA",2017,"10,025     ","9,469     ",556     ,5.5     
"Los Angeles County, CA",2017,"5,109,810     ","4,864,120     ","245,690     ",4.8     
"Madera County, CA",2017,"60,909     ","55,932     ","4,977     ",8.2     
"Marin County, CA",2017,"139,632     ","135,584     ","4,048     ",2.9     
"Mariposa County, CA",2017,"7,653     ","7,203     ",450     ,5.9     
"Mendocino County, CA",2017,"39,534     ","37,735     ","1,799     ",4.6     
"Merced County, CA",2017,"115,210     ","104,330     ","10,880     ",9.4     
"Modoc County, CA",2017,"3,193     ","2,932     ",261     ,8.2     
"Mono County, CA",2017,"8,485     ","8,106     ",379     ,4.5     
"Monterey County, CA",2017,"219,487     ","203,630     ","15,857     ",7.2     
"Napa County, CA",2017,"73,237     ","70,549     ","2,688     ",3.7     
"Nevada County, CA",2017,"48,288     ","46,289     ","1,999     ",4.1     
"Orange County, CA",2017,"1,605,787     ","1,549,003     ","56,784     ",3.5     
"Placer County, CA",2017,"181,231     ","174,177     ","7,054     ",3.9     
"Plumas County, CA",2017,"7,764     ","7,070     ",694     ,8.9     
"Riverside County, CA",2017,"1,070,876     ","1,014,232     ","56,644     ",5.3     
"Sacramento County, CA",2017,"696,466     ","663,727     ","32,739     ",4.7     
"San Benito County, CA",2017,"30,588     ","28,811     ","1,777     ",5.8     
"San Bernardino County, CA",2017,"942,048     ","895,265     ","46,783     ",5.0     
"San Diego County, CA",2017,"1,570,791     ","1,507,180     ","63,611     ",4.0     
"San Francisco County/city, CA",2017,"563,046     ","546,440     ","16,606     ",2.9     
"San Joaquin County, CA",2017,"322,951     ","300,205     ","22,746     ",7.0     
"San Luis Obispo County, CA",2017,"140,250     ","135,171     ","5,079     ",3.6     
"San Mateo County, CA",2017,"444,909     ","432,729     ","12,180     ",2.7     
"Santa Barbara County, CA",2017,"214,948     ","205,145     ","9,803     ",4.6     
"Santa Clara County, CA",2017,"1,037,356     ","1,003,683     ","33,673     ",3.2     
"Santa Cruz County, CA",2017,"142,601     ","134,423     ","8,178     ",5.7     
"Shasta County, CA",2017,"73,912     ","69,594     ","4,318     ",5.8     
"Sierra County, CA",2017,"1,289     ","1,204     ",85     ,6.6     
"Siskiyou County, CA",2017,"17,785     ","16,484     ","1,301     ",7.3     
"Solano County, CA",2017,"207,947     ","197,959     ","9,988     ",4.8     
"Sonoma County, CA",2017,"259,768     ","250,932     ","8,836     ",3.4     
"Stanislaus County, CA",2017,"241,971     ","223,735     ","18,236     ",7.5     
"Sutter County, CA",2017,"44,965     ","41,028     ","3,937     ",8.8     
"Tehama County, CA",2017,"25,511     ","23,875     ","1,636     ",6.4     
"Trinity County, CA",2017,"4,804     ","4,504     ",300     ,6.2     
"Tulare County, CA",2017,"204,457     ","182,958     ","21,499     ",10.5     
"Tuolumne County, CA",2017,"21,368     ","20,208     ","1,160     ",5.4     
"Ventura County, CA",2017,"423,676     ","404,462     ","19,214     ",4.5     
"Yolo County, CA",2017,"106,564     ","101,083     ","5,481     ",5.1     
"Yuba County, CA",2017,"28,718     ","26,570     ","2,148     ",7.5     
"Adams County, CO",2017,"258,513     ","251,187     ","7,326     ",2.8     
"Alamosa County, CO",2017,"8,067     ","7,810     ",257     ,3.2     
"Arapahoe County, CO",2017,"347,523     ","338,561     ","8,962     ",2.6     
"Archuleta County, CO",2017,"6,560     ","6,375     ",185     ,2.8     
"Baca County, CO",2017,"2,105     ","2,073     ",32     ,1.5     
"Bent County, CO",2017,"1,909     ","1,860     ",49     ,2.6     
"Boulder County, CO",2017,"185,056     ","180,914     ","4,142     ",2.2     
"Broomfield County/city, CO",2017,"38,214     ","37,289     ",925     ,2.4     
"Chaffee County, CO",2017,"9,227     ","9,026     ",201     ,2.2     
"Cheyenne County, CO",2017,"1,124     ","1,106     ",18     ,1.6     
"Clear Creek County, CO",2017,"5,819     ","5,679     ",140     ,2.4     
"Conejos County, CO",2017,"3,887     ","3,737     ",150     ,3.9     
"Costilla County, CO",2017,"1,805     ","1,746     ",59     ,3.3     
"Crowley County, CO",2017,"1,457     ","1,415     ",42     ,2.9     
"Custer County, CO",2017,"2,015     ","1,958     ",57     ,2.8     
"Delta County, CO",2017,"14,149     ","13,641     ",508     ,3.6     
"Denver County/city, CO",2017,"395,587     ","385,501     ","10,086     ",2.5     
"Dolores County, CO",2017,"1,119     ","1,089     ",30     ,2.7     
"Douglas County, CO",2017,"183,237     ","179,180     ","4,057     ",2.2     
"Eagle County, CO",2017,"34,520     ","33,775     ",745     ,2.2     
"Elbert County, CO",2017,"14,273     ","13,952     ",321     ,2.2     
"El Paso County, CO",2017,"322,818     ","313,035     ","9,783     ",3.0     
"Fremont County, CO",2017,"14,817     ","14,231     ",586     ,4.0     
"Garfield County, CO",2017,"31,257     ","30,420     ",837     ,2.7     
"Gilpin County, CO",2017,"3,572     ","3,505     ",67     ,1.9     
"Grand County, CO",2017,"9,463     ","9,265     ",198     ,2.1     
"Gunnison County, CO",2017,"10,603     ","10,403     ",200     ,1.9     
"Hinsdale County, CO",2017,469     ,459     ,10     ,2.1     
"Huerfano County, CO",2017,"2,525     ","2,390     ",135     ,5.3     
"Jackson County, CO",2017,953     ,937     ,16     ,1.7     
"Jefferson County, CO",2017,"320,378     ","312,568     ","7,810     ",2.4     
"Kiowa County, CO",2017,916     ,901     ,15     ,1.6     
"Kit Carson County, CO",2017,"4,345     ","4,276     ",69     ,1.6     
"Lake County, CO",2017,"4,673     ","4,580     ",93     ,2.0     
"La Plata County, CO",2017,"31,155     ","30,449     ",706     ,2.3     
"Larimer County, CO",2017,"193,515     ","189,157     ","4,358     ",2.3     
"Las Animas County, CO",2017,"6,200     ","5,970     ",230     ,3.7     
"Lincoln County, CO",2017,"2,358     ","2,313     ",45     ,1.9     
"Logan County, CO",2017,"11,009     ","10,770     ",239     ,2.2     
"Mesa County, CO",2017,"72,973     ","70,295     ","2,678     ",3.7     
"Mineral County, CO",2017,461     ,453     ,8     ,1.7     
"Moffat County, CO",2017,"7,260     ","7,036     ",224     ,3.1     
"Montezuma County, CO",2017,"12,726     ","12,260     ",466     ,3.7     
"Montrose County, CO",2017,"20,621     ","19,993     ",628     ,3.0     
"Morgan County, CO",2017,"15,446     ","15,098     ",348     ,2.3     
"Otero County, CO",2017,"8,194     ","7,878     ",316     ,3.9     
"Ouray County, CO",2017,"2,242     ","2,182     ",60     ,2.7     
"Park County, CO",2017,"10,375     ","10,147     ",228     ,2.2     
"Phillips County, CO",2017,"2,552     ","2,514     ",38     ,1.5     
"Pitkin County, CO",2017,"10,889     ","10,578     ",311     ,2.9     
"Prowers County, CO",2017,"6,143     ","5,994     ",149     ,2.4     
"Pueblo County, CO",2017,"74,024     ","71,082     ","2,942     ",4.0     
"Rio Blanco County, CO",2017,"2,756     ","2,658     ",98     ,3.6     
"Rio Grande County, CO",2017,"5,318     ","5,105     ",213     ,4.0     
"Routt County, CO",2017,"15,421     ","15,080     ",341     ,2.2     
"Saguache County, CO",2017,"3,404     ","3,264     ",140     ,4.1     
"San Juan County, CO",2017,523     ,512     ,11     ,2.1     
"San Miguel County, CO",2017,"5,298     ","5,158     ",140     ,2.6     
"Sedgwick County, CO",2017,"1,181     ","1,157     ",24     ,2.0     
"Summit County, CO",2017,"21,663     ","21,287     ",376     ,1.7     
"Teller County, CO",2017,"12,135     ","11,774     ",361     ,3.0     
"Washington County, CO",2017,"3,002     ","2,948     ",54     ,1.8     
"Weld County, CO",2017,"156,367     ","152,480     ","3,887     ",2.5     
"Yuma County, CO",2017,"5,630     ","5,546     ",84     ,1.5     
"Fairfield County, CT",2017,"485,084     ","464,383     ","20,701     ",4.3     
"Hartford County, CT",2017,"483,999     ","461,941     ","22,058     ",4.6     
"Litchfield County, CT",2017,"105,418     ","101,111     ","4,307     ",4.1     
"Middlesex County, CT",2017,"94,022     ","90,439     ","3,583     ",3.8     
"New Haven County, CT",2017,"464,965     ","442,959     ","22,006     ",4.7     
"New London County, CT",2017,"139,407     ","133,507     ","5,900     ",4.2     
"Tolland County, CT",2017,"87,052     ","83,777     ","3,275     ",3.8     
"Windham County, CT",2017,"63,765     ","60,717     ","3,048     ",4.8     
"Kent County, DE",2017,"77,277     ","73,509     ","3,768     ",4.9     
"New Castle County, DE",2017,"294,849     ","281,937     ","12,912     ",4.4     
"Sussex County, DE",2017,"103,087     ","98,503     ","4,584     ",4.4     
District of Columbia,2017,"393,326     ","369,388     ","23,938     ",6.1     
"Alachua County, FL",2017,"134,348     ","129,134     ","5,214     ",3.9     
"Baker County, FL",2017,"11,561     ","11,070     ",491     ,4.2     
"Bay County, FL",2017,"87,547     ","83,855     ","3,692     ",4.2     
"Bradford County, FL",2017,"11,164     ","10,750     ",414     ,3.7     
"Brevard County, FL",2017,"266,773     ","255,041     ","11,732     ",4.4     
"Broward County, FL",2017,"1,014,014     ","973,134     ","40,880     ",4.0     
"Calhoun County, FL",2017,"4,934     ","4,690     ",244     ,4.9     
"Charlotte County, FL",2017,"69,485     ","66,140     ","3,345     ",4.8     
"Citrus County, FL",2017,"47,498     ","44,662     ","2,836     ",6.0     
"Clay County, FL",2017,"103,336     ","99,254     ","4,082     ",4.0     
"Collier County, FL",2017,"171,952     ","164,712     ","7,240     ",4.2     
"Columbia County, FL",2017,"29,098     ","27,806     ","1,292     ",4.4     
"DeSoto County, FL",2017,"13,938     ","13,306     ",632     ,4.5     
"Dixie County, FL",2017,"5,704     ","5,428     ",276     ,4.8     
"Duval County, FL",2017,"474,465     ","453,958     ","20,507     ",4.3     
"Escambia County, FL",2017,"140,984     ","134,980     ","6,004     ",4.3     
"Flagler County, FL",2017,"45,799     ","43,561     ","2,238     ",4.9     
"Franklin County, FL",2017,"4,663     ","4,492     ",171     ,3.7     
"Gadsden County, FL",2017,"18,023     ","17,018     ","1,005     ",5.6     
"Gilchrist County, FL",2017,"6,768     ","6,463     ",305     ,4.5     
"Glades County, FL",2017,"4,913     ","4,646     ",267     ,5.4     
"Gulf County, FL",2017,"5,965     ","5,729     ",236     ,4.0     
"Hamilton County, FL",2017,"4,279     ","4,069     ",210     ,4.9     
"Hardee County, FL",2017,"8,898     ","8,367     ",531     ,6.0     
"Hendry County, FL",2017,"15,888     ","14,712     ","1,176     ",7.4     
"Hernando County, FL",2017,"68,859     ","65,184     ","3,675     ",5.3     
"Highlands County, FL",2017,"36,123     ","34,046     ","2,077     ",5.7     
"Hillsborough County, FL",2017,"718,852     ","690,198     ","28,654     ",4.0     
"Holmes County, FL",2017,"6,837     ","6,507     ",330     ,4.8     
"Indian River County, FL",2017,"63,455     ","60,211     ","3,244     ",5.1     
"Jackson County, FL",2017,"17,169     ","16,382     ",787     ,4.6     
"Jefferson County, FL",2017,"5,455     ","5,213     ",242     ,4.4     
"Lafayette County, FL",2017,"2,918     ","2,807     ",111     ,3.8     
"Lake County, FL",2017,"149,859     ","143,453     ","6,406     ",4.3     
"Lee County, FL",2017,"332,639     ","318,774     ","13,865     ",4.2     
"Leon County, FL",2017,"150,963     ","144,964     ","5,999     ",4.0     
"Levy County, FL",2017,"16,648     ","15,892     ",756     ,4.5     
"Liberty County, FL",2017,"2,600     ","2,480     ",120     ,4.6     
"Madison County, FL",2017,"7,313     ","6,982     ",331     ,4.5     
"Manatee County, FL",2017,"173,427     ","166,400     ","7,027     ",4.1     
"Marion County, FL",2017,"132,717     ","125,915     ","6,802     ",5.1     
"Martin County, FL",2017,"71,501     ","68,459     ","3,042     ",4.3     
"Miami-Dade County, FL",2017,"1,348,920     ","1,284,543     ","64,377     ",4.8     
"Monroe County, FL",2017,"45,311     ","43,809     ","1,502     ",3.3     
"Nassau County, FL",2017,"38,835     ","37,298     ","1,537     ",4.0     
"Okaloosa County, FL",2017,"93,658     ","90,353     ","3,305     ",3.5     
"Okeechobee County, FL",2017,"18,200     ","17,390     ",810     ,4.5     
"Orange County, FL",2017,"723,383     ","695,684     ","27,699     ",3.8     
"Osceola County, FL",2017,"171,704     ","164,153     ","7,551     ",4.4     
"Palm Beach County, FL",2017,"716,528     ","686,091     ","30,437     ",4.2     
"Pasco County, FL",2017,"226,509     ","216,222     ","10,287     ",4.5     
"Pinellas County, FL",2017,"480,350     ","461,683     ","18,667     ",3.9     
"Polk County, FL",2017,"291,121     ","276,937     ","14,184     ",4.9     
"Putnam County, FL",2017,"26,824     ","25,340     ","1,484     ",5.5     
"St. Johns County, FL",2017,"123,910     ","119,635     ","4,275     ",3.5     
"St. Lucie County, FL",2017,"138,130     ","130,882     ","7,248     ",5.2     
"Santa Rosa County, FL",2017,"78,420     ","75,315     ","3,105     ",4.0     
"Sarasota County, FL",2017,"183,191     ","175,840     ","7,351     ",4.0     
"Seminole County, FL",2017,"245,295     ","235,999     ","9,296     ",3.8     
"Sumter County, FL",2017,"30,029     ","28,163     ","1,866     ",6.2     
"Suwannee County, FL",2017,"18,200     ","17,410     ",790     ,4.3     
"Taylor County, FL",2017,"8,701     ","8,304     ",397     ,4.6     
